"oltIp","port","onuId","interfaceName","serialNumber","description"
"172.17.1.72","4","127","onu 1101.4.127","ADTN12345678","onu-0/4-127 - initial provision"
"172.17.1.72","5","127","onu 1101.5.127","ADTN12345678","onu-0/5-127 - initial provision"
"172.17.1.72","6","127","onu 1101.6.127","ADTN12345678","onu-0/6-127 - initial provision"
"172.17.1.72","7","127","onu 1101.7.127","ADTN12345678","onu-0/7-127 - initial provision"
"172.17.1.72","8","127","onu 1101.8.127","ADTN12345678","onu-0/8-127 - initial provision"
"172.17.1.72","9","127","onu 1101.9.127","ADTN12345678","onu-0/9-127 - initial provision"
"172.17.1.72","10","127","onu 1101.10.127","ADTN12345678","onu-0/10-127 - initial provision"
"172.17.1.72","11","127","onu 1101.11.127","ADTN12345678","onu-0/11-127 - initial provision"
"172.17.1.72","12","127","onu 1101.12.127","ADTN12345678","onu-0/12-127 - initial provision"
"172.17.1.72","13","127","onu 1101.13.127","ADTN12345678","onu-0/13-127 - initial provision"
"172.17.1.72","14","127","onu 1101.14.127","ADTN12345678","onu-0/14-127 - initial provision"
"172.17.1.72","15","127","onu 1101.15.127","ADTN12345678","onu-0/15-127 - initial provision"
"172.17.1.72","16","127","onu 1101.0.127","ADTN12345678","onu-0/0-127 - initial provision"
"172.17.1.73","1","127","onu 1101.1.127","ADTN12345678","onu-0/1-127 - initial provision"
"172.17.1.73","2","127","onu 1101.2.127","ADTN12345678","onu-0/2-127 - initial provision"
"172.17.1.73","3","127","onu 1101.3.127","ADTN12345678","onu-0/3-127 - initial provision"
"172.17.1.73","4","127","onu 1101.4.127","ADTN12345678","onu-0/4-127 - initial provision"
"172.17.1.73","5","127","onu 1101.5.127","ADTN12345678","onu-0/5-127 - initial provision"
"172.17.1.73","6","127","onu 1101.6.127","ADTN12345678","onu-0/6-127 - initial provision"
"172.17.1.73","7","127","onu 1101.7.127","ADTN12345678","onu-0/7-127 - initial provision"
"172.17.1.73","8","127","onu 1101.8.127","ADTN12345678","onu-0/8-127 - initial provision"
"172.17.1.73","9","127","onu 1101.9.127","ADTN12345678","onu-0/9-127 - initial provision"
"172.17.1.73","10","127","onu 1101.10.127","ADTN12345678","onu-0/10-127 - initial provision"
"172.17.1.73","11","127","onu 1101.11.127","ADTN12345678","onu-0/11-127 - initial provision"
"172.17.1.73","12","127","onu 1101.12.127","ADTN12345678","onu-0/12-127 - initial provision"
"172.17.1.73","13","127","onu 1101.13.127","ADTN12345678","onu-0/13-127 - initial provision"
"172.17.1.73","14","127","onu 1101.14.127","ADTN12345678","onu-0/14-127 - initial provision"
"172.17.1.73","15","127","onu 1101.15.127","ADTN12345678","onu-0/15-127 - initial provision"
"172.17.1.73","16","127","onu 1101.0.127","ADTN12345678","onu-0/0-127 - initial provision"
"172.17.0.209","1","127","onu 1101.1.127","ADTN12345678","onu-0/1-127 - initial provision"
"172.17.0.209","2","127","onu 1101.2.127","ADTN12345678","onu-0/2-127 - initial provision"
"172.17.0.209","3","127","onu 1101.3.127","ADTN12345678","onu-0/3-127 - initial provision"
"172.17.0.209","4","127","onu 1101.4.127","ADTN12345678","onu-0/4-127 - initial provision"
"172.17.0.209","5","127","onu 1101.5.127","ADTN12345678","onu-0/5-127 - initial provision"
"172.17.0.209","6","127","onu 1101.6.127","ADTN12345678","onu-0/6-127 - initial provision"
"172.17.0.209","7","127","onu 1101.7.127","ADTN12345678","onu-0/7-127 - initial provision"
"172.17.0.209","8","127","onu 1101.8.127","ADTN12345678","onu-0/8-127 - initial provision"
"172.17.0.209","9","127","onu 1101.9.127","ADTN12345678","onu-0/9-127 - initial provision"
"172.17.0.209","10","127","onu 1101.10.127","ADTN12345678","onu-0/10-127 - initial provision"
"172.17.0.209","11","127","onu 1101.11.127","ADTN12345678","onu-0/11-127 - initial provision"
"172.17.0.209","12","127","onu 1101.12.127","ADTN12345678","onu-0/12-127 - initial provision"
"172.17.0.209","13","127","onu 1101.13.127","ADTN12345678","onu-0/13-127 - initial provision"
"172.17.0.209","14","127","onu 1101.14.127","ADTN12345678","onu-0/14-127 - initial provision"
"172.17.0.209","15","127","onu 1101.15.127","ADTN12345678","onu-0/15-127 - initial provision"
"172.17.0.209","1","127","onu 1101.1.127","ADTN12345678","onu-0/1-127 - initial provision"
"172.17.0.209","2","127","onu 1101.2.127","ADTN12345678","onu-0/2-127 - initial provision"
"172.17.0.209","3","127","onu 1101.3.127","ADTN12345678","onu-0/3-127 - initial provision"
"172.17.0.209","4","127","onu 1101.4.127","ADTN12345678","onu-0/4-127 - initial provision"
"172.17.0.209","5","127","onu 1101.5.127","ADTN12345678","onu-0/5-127 - initial provision"
"172.17.0.209","6","127","onu 1101.6.127","ADTN12345678","onu-0/6-127 - initial provision"
"172.17.0.209","7","127","onu 1101.7.127","ADTN12345678","onu-0/7-127 - initial provision"
"172.17.0.209","8","127","onu 1101.8.127","ADTN12345678","onu-0/8-127 - initial provision"
"172.17.0.209","9","127","onu 1101.9.127","ADTN12345678","onu-0/9-127 - initial provision"
"172.17.0.209","10","127","onu 1101.10.127","ADTN12345678","onu-0/10-127 - initial provision"
"172.17.0.209","11","127","onu 1101.11.127","ADTN12345678","onu-0/11-127 - initial provision"
"172.17.0.209","12","127","onu 1101.12.127","ADTN12345678","onu-0/12-127 - initial provision"
"172.17.0.209","13","127","onu 1101.13.127","ADTN12345678","onu-0/13-127 - initial provision"
"172.17.0.209","14","127","onu 1101.14.127","ADTN12345678","onu-0/14-127 - initial provision"
"172.17.0.209","15","127","onu 1101.15.127","ADTN12345678","onu-0/15-127 - initial provision"
"172.17.4.133","4","2","onu 1101.4.2","ADTN201179C5","onu-0/4-2 - 90 Broad Acre Road, Cheltenham GL52 3HU"
"172.17.4.133","5","0","onu 1101.5.0","ADTN20117943","onu-0/5-0 - 11 Bushel Road, Cheltenham GL52 3NA"
